id,created_at,cat,jan,num,item,maker_cd,maker_name,cd1,name1,cd2,name2,cd3,name3,cd4,name4,cd5,name5,cd6,name6,cd7,name7,cd8,name8,cd9,name9,cd10,name10,amount,number,ver
91,2019-08-14 08:54:35.490574,10_菓子,0024048002574,1,ハワイアン　マカダミアチョコ,XXXXX,その他,A0100,チョコレート,A3000,【チョコレート】ナッツ,XXXXX,その他,YYYYY,不明,A1000,ＮＢ,,,,,,,,,,,,,201906
92,2019-08-14 08:54:35.490574,10_菓子,0000000163811,1,リシェス　ドゥ　ラ　ナチュール　４個,XXXXX,その他,A0100,チョコレート,A9000,【チョコレート】その他・不明,XXXXX,その他,A1000,【チョコレート】箱,A1000,ＮＢ,,,,,,,,,,,,,201906
93,2019-08-14 08:54:35.490574,10_菓子,0000045114939,1,ライズ　うたってケロケロ　６ｇ,XXXXX,その他,XXXXX,その他,XXXXX,その他,XXXXX,その他,XXXXX,その他,A1000,ＮＢ,,,,,,,,,,,,,201906
94,2019-08-14 08:54:35.490574,10_菓子,0000000512671,1,ドゥバイヨル　Ｓドガナッシュ　ＤＢＧ－５０　１６粒,XXXXX,その他,A0100,チョコレート,A9000,【チョコレート】その他・不明,XXXXX,その他,A1000,【チョコレート】箱,A1000,ＮＢ,,,,,,,,,,,,,201906
95,2019-08-14 08:54:35.490574,10_菓子,0000002272300,1,ジューシーフルーツチューインガム　７枚,XXXXX,その他,E0100,ガム,E1000,【ガム】板ガム,XXXXX,その他,E1000,【ガム】単品,A1000,ＮＢ,,,,,,,,,,,,,201906
96,2019-08-14 08:54:35.490574,10_菓子,4518566010280,1,大松　割れ煎,XXXXX,その他,F0100,米菓,F1700,【米菓】堅焼／かきもち,XXXXX,その他,YYYYY,不明,A1000,ＮＢ,,,,,,,,,,,,,201906
97,2019-08-14 08:54:35.490574,10_菓子,0000003682289,1,ボンタマン　たまごドーナツ　袋　４個,XXXXX,その他,B0100,ビスケットクッキー,B9000,【ビスクッキー】その他・不明,XXXXX,その他,B9000,【ビスケット・クッキー】その他,A1000,ＮＢ,,,,,,,,,,,,,201906
98,2019-08-14 08:54:35.490574,10_菓子,0000049186826,1,丸川　怪談レストランフーゼンガム　１個,A3600,丸川製菓,E0100,ガム,E3000,【ガム】その他・不明,XXXXX,その他,E9000,【ガム】その他,A1000,ＮＢ,,,,,,,,,,,,,201906
99,2019-08-14 08:54:35.490574,10_菓子,0000049186840,1,丸川　赤ベーガム　ピロー　１個,A3600,丸川製菓,E0100,ガム,E3000,【ガム】その他・不明,XXXXX,その他,E9000,【ガム】その他,A1000,ＮＢ,,,,,,,,,,,,,201906
100,2019-08-14 08:54:35.490574,10_菓子,0000030024809,1,ＢＮ　シングルミニチョコレート　４２ｇ,XXXXX,その他,B0100,ビスケットクッキー,B2000,【ビスクッキー】サンド,XXXXX,その他,B1000,【ビスケット・クッキー】袋,A1000,ＮＢ,,,,,,,,,,,,,201906
